description,file
" this you didn't transposes the numbers 1.6 and 0.215 and counts the decimal place values that will be applied to the final calculated product
",714073e6-9b42-45be-b24c-a8f15adc20ec.jpg
"student drew an x axis from -7 to 9 and a y axis from -9 to 3 and all points are plotted correctly

",a3048faa-f529-459c-809c-f0f8602c6631.jpg
"student drew an x axis called time from -8 to 8 and a y axis called temp from -6 to 6 and all points plotted are correct
",47032715-463c-4f8b-87cc-98f59630ff24.jpg
"rectangle split into 8 sections
",0483172d-1f6c-470d-bf14-6c82814ec9c9.jpg
"Table labeled hours /  Miles; column 1 : 1, 2\frac{3}{4} , 4; second column: 3, 7\frac{1}{2} , 12
",eeb8b2b6-ebe1-46f2-9349-bb625ba5b2af.jpg
"coordinate plane with point plotted at (-3,2) labeled E
",f37a5a95-a1cd-468b-93ab-5a8172fcb47a.jpg
"coordinate plane with point labeled E at (3,-2)


",eecef8c4-19ff-4fc9-abcf-c2cc959354fc.jpg
"student drew an x axis called time from -8 to 8 and a y axis called temperature from -7 to 5. points correct: (0,-3.5) (-2,-1.6) incorrect: (-5,1.2) (8, -6.7)
",35a8dfab-a0d5-4a07-86a5-e103dcaaaf50.jpg
"coordinate plane with point plotted at (2,-3) labeled E
",ba310587-804a-4f43-94aa-f6831c4f8fb8.jpg
"coordinate plane with point plotted at (-3.5, -3.5) labeled F
",13a3294d-1602-4e4c-aa33-d20d68905c35.jpg
"coordinate plane with point labeled E at (-3,2)



",a369498a-5a8b-483c-9d76-a565a699d7f3.jpg
" the student counts the decimal places of each number in the multiplication problem resulting in four decimal place values needing to be applied to the final product
",85e707f0-016e-469d-8090-8b2662ce2dd9.jpg
" the student draws a 2x3 area model. They use the numbers 1 and .6 across the top and the numbers .2, .01, and .005 as the left side numbers of this area model. The student calculated 0.2, 01, and .005 in the first column and has calculated .12, .006, and. 003 in the second column
",2d0b3276-a85f-4b37-adee-790b5a6cf81a.jpg
" the student counts the place value of each number and transcribes the total to the right side of the multiplication problem. He rewrites the counted decimal place value by the product and applies that many decimal value places.
",64c40ec0-15ce-4290-bca4-ecbfcbf2f24b.jpg
" the student rights the total number of decimal places for each digit to the right and adds to find the total number of place values needed for the final product.
",cf0d9719-8b12-447f-a692-73dfe497406d.jpg
" the student counts each decimal place value in the transcribed numbers resulting in three decimal place values. They then apply that to the final product calculated
",ca5bdee2-e554-44ce-95b5-3534a273d23c.jpg
"the student draws an area model and wrties the digits 1 amd 0.6 across the top of the model and the digits 0.2, 0.01, and 0.005 across the the left side of the model.  The student calculates o.2, 0.01, and 0.005 in the first column and 0.12, 0.006, and 0.003 in column 2. 
",ac7921b6-b12a-44a1-a0a8-929d064fb1d5.jpg
"bar drawn with a height of 4 between 0 and 2. Bar drawn with a height of 2 between 2 and 4. Bar drawn with a height of 3 between 4 and 6. Bar drawn with a height of 1 between 6 and 8. Bar drawn with a height of 2 between 8 and 10.
",190d838d-4ce5-47fd-9318-3174714f4ed9.jpg
"Shape A is circled. Shape B is not circled. Shape C is circled. Shape D is circled. Shape E is not circled.
",59887a74-53e8-411c-a8c4-e3bd337c769c.jpg
"Shape B is circled.  THe word pyramid is written above Shape B with an arrow pointing from the word to Shape B.
",1c4a9867-50b2-4872-ae67-295f432a8753.jpg
"Shape E is circles. An arrow is pointing from the word pyramid to Shape E.
",fc06e2a1-c754-4407-85ce-96821eb87cff.jpg
"The word prism is written below Shape A.
The word pyramid is written below Shape B.
The word prism is written below Shape C.
The word prism is written below Shape D.
The word pyramid is written below Shape E.

",42300b6e-054c-4e56-b686-a97c26cb4c30.jpg
"The word prism is written above Shape A. Shape A is boxed.
The word pyramid is written above Shape B.  Shape B is circled.
The word prism is written above Shape C. Shape C is boxed.
The word prism is written below Shape D. Shape D is boxed.
The word pyramid is written below Shape E. Shape E is circled.

",b8610753-33a7-47ed-98f4-8df3f20c9802.jpg
"Shape B is circled. Shape D is circled. Shape E is circled.
",36bfe5f6-5f39-4a5f-b229-7d5bccefc17d.jpg
" shaded into 1/3 pieces and shade the numerator into 15 final pieces.
",11936d69-3b33-473e-89ff-d93d92dc3851.jpg
"broke each whole in 3 pieces 
",aae2be33-2ed5-4ce7-85f6-13b6388cca70.jpg
" Shaded in 1 of each 3 created to show the number of pieces or solution as 15 1/3's
",ec31feb6-4a07-4200-85b9-ccddfeae4db4.jpg
" long division of 3 into 60 as 20
",15b6eef7-71c6-4b5d-9bbb-0d6679e79963.jpg
" divide the diagram in to 1/3 pieces and then counted and wrote = 15

",f0d222ac-01e9-4741-9bb7-b91af5ef737b.jpg
" divided the diagram on 1/3 pieces and annotated 3 under each whole

",cc626d79-1afb-48a7-b6dd-8021fb2decfa.jpg
" split the whole into 1/3 pieces but did not count and write the total of 1/3's

",1fdddf82-f0db-49ae-9c20-e79351a2111f.jpg
" created 1/3 pieces on the tape diagram. Student then shaded them and counted. Student wrote 5\div\frac{1}{3}\ =\ 5\ x\ 3\ =\ 15\  then 15\div1\ =15 

",e07e08a8-0aeb-4f23-88e9-44194bfb3433.jpg
"Student wrote 1/3  3 times in the first whole of the tape diagram. Student then circled 15. 
",10f41231-0890-48e1-a40c-56869f760290.jpg
" split the tape diagram into 1/3 sized pieces and wrote ans is 15. 

 
",6bdc7885-530c-4b7b-ad65-28a8f97a787b.jpg
" shade the diagram in to 1/3's pieces and then shaded 1 of each  and wrote ans 15

",eaf65244-5fc5-4529-a39c-bcadc4ed85ec.jpg
"arc marks drawn in the position of a° and g°
",ad2ca454-07f6-47ac-a175-0d235994d0f9.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle and divided it into 5 equal sections, labeled
",15917be4-57a5-488c-bd08-6ed8c5ad1055.jpg
"For equation ( 5+y=15) there is a tape diagram using a rectangle and divided it into two sections, one section is labeled 5 the other is labeled y, the sum of the diagram is 15
",1025e50b-4251-47ce-9f85-f7acaee6c060.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled x
",1d1c2763-ff90-4481-81e6-88d38bf69920.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled y
",fe259c27-acc2-4c65-8dd7-9be12e763407.jpg
"a rectangle with 17 vertical lines running through it
",9dfe004c-2ca9-490c-af57-c18c9ee8b89a.jpg
"Number Line Intervals 330-340-350-360-370

Number Line Intervals 1-2-3-4-5
",50656b26-8fc7-4a55-be0e-4c1cbdcf5c1b.jpg
"Tape diagram split into 5 sections. Each section labeled as 12. 60 written along the top
",69632dbf-03d1-40fe-9002-142979a9fc3e.jpg
"Tape diagram split into 12 sections. Each section labeled as 5. 60 written along the top
",0cc312f9-2d73-4a06-90c5-8ca8cb8e2c85.jpg
" student split the tape diagram in to 1/3 pieces and then wrote 15. 


",eb0dc53e-cd86-49cc-a7da-4231cac36a1a.jpg
" student split the tape diagram into 1/3 pieces. Student didn't wrote out the final answer

",7e3aa4b4-6beb-400c-b1f1-0a0810872ce4.jpg
" student split the tape diagram into 2/3 pieces and then counted the pieces and wrote 15
 
",a6bf3d09-bb0f-4fe0-95cf-56fae55b6b57.jpg
"Student  broke the tape diagram in to 1/3 pieces and then wrote 5\cdot3\  because there is 1/3 in each whole
 
",725b8f8c-f8e9-4bdc-b0d1-5cd63d810dde.jpg
"Student  broke the tape diagram in to 1/3 pieces and then wrote 5\cdot3\  because there is 1/3 in each whole


",8a12053c-c24a-4e0c-9d0b-842bb2777aef.jpg
"Student  split the tape diagram in to 1/3 pieces and wrote 15. 


",cc3f0116-ba9b-4fba-90e3-10daa0900457.jpg
"Student wrote out 5 x \frac{1}{3}\ =\ 15. Student then  divided the tape diagram into 1/3 pieces.

",c513657e-364b-4a63-862b-6a68eeabc235.jpg
" split the tape diagram into 15 pieces. 


",fa4b5d16-566a-4c2f-8ae4-102e4d77aaf6.jpg
"Student  broke the tape diagram into 1/3 pieces. 5\ \div\frac{1}{3}\ =\ 15  and 5 x 3 = 15

",5a977376-3cd3-4d57-972a-058b138a42a1.jpg
"Student  broke the tape diagram into 1/3 pieces.  5\ \div\frac{1}{3}\ =\ 15  and 5 x 3 = 15


",5ac6b15e-577f-4eb2-9cba-07f57fc475ab.jpg
"Student  broke up the tape diagram into 1/3 pieces and then counted them and wrote the answer as 15

",37b4db75-6da4-4e2b-9142-84b9c07737d0.jpg
"""Number of Children"" is underlined
",96cf55f9-9b95-41c2-9c8a-7eb1ef7d0790.jpg
"Student  broke up the tape diagram into 1/3 pieces  and 5\ \div\ \frac{1}{3}\ =\ 15 

",d0516eef-cc93-486e-a60c-13cfdb769498.jpg
"Student  broke up the tape diagram into 1/3 pieces and  5\ \div\ \frac{1}{3}\ =\ 15 

",291c8c69-120e-4ba2-85ac-6654e9be55ca.jpg
"Student split the tape diagram into 1/3 sized pieces and wrote 5 x 3 = 15 


",3df91485-f545-4e67-b5d1-0f2fcc784fc3.jpg
"Student  split the tape diagram into 1/3 pieces with 3/3 in each whole
",d3507beb-2cb0-4406-bd70-6ba32c69cd85.jpg
"Student  split the tape diagram into 1/3 pieces and wrote 3 x 5 = 15 and circled 15.
",de962a7c-9e67-4318-89f3-a44aa37da4aa.jpg
"Student  split the tape diagram into 1/3 pieces and wrote 3 x 5 = 15 and circled 15\div3\ =\ 20
",2d1368fd-f5de-4c27-9e92-c7ab6db4c291.jpg
" Split the tape diagram into ⅓ pieces and then wrote 15. 

",cb28397f-8c7f-498e-8c5b-794102c3ca1a.jpg
"Student  split the tape into 1/3 pieces and then labeled them 1, 2, 3 
",f24ad72f-ea0b-4955-ad69-49090bedc3d4.jpg
"Student  split the tape into 1/3 pieces and then labeled them 1, 2, 3 and wrote 3 x 5 = 15

Student wrote 12 x 5 = 60 and used long division for 60 \div3\ =\ 20 
",5030edd7-1e8b-47b3-a4fa-761211bbd7ea.jpg
"Student  Split the tape diagram into ⅓ pieces = 15. 

",258ab750-b077-442a-b5fe-ab5e0b4e8ffa.jpg
"Student  Split the tape diagram into ⅓ pieces and then wrote 15. 

",9cd8c9ed-5df9-4055-a7dc-031172ad80ca.jpg
"Student  Split the tape diagram into ⅓ pieces  and wrote 5\cdot3  and 15

",65ed8a95-d3e4-4b93-b940-9531903e02a0.jpg
"Student Split the tape diagram into ⅓ pieces and then wrote 3 \cdot 5 = 15.
",4b6e08e7-8809-4c04-bc49-3a627dc6ac32.jpg
"Student Split the tape diagram into ⅓ pieces and then wrote 3 \cdot 5 = 15. Student explained you can find 5\ \div\ \frac{1}{3}\  multiplying 5 by the denominator for example if you split the boxes into 3 there will be 15


",584cf1fc-0edd-4350-bba5-410f6f6e1721.jpg
"Split the tape diagram into ⅓ pieces and then wrote  = 15. 

",2f4879db-a34e-4b13-897c-fc35b45116ad.jpg
"Split the tape diagram into ⅓ pieces and then wrote  15


",1b849749-d25f-4a3a-8b6d-2617b78e5e74.jpg
"Split the tape diagram into ⅓ pieces and then wrote 5\ \times\frac{1\ }{3}\ =\ 15 

",731eb691-e200-45ff-8e9a-b56620fe28e4.jpg
"Student  Split the tape diagram into ⅓ pieces 

",545fdbf0-0ace-4a7e-8c4f-3447da315e45.jpg
"a rectangle with a bracket above and 2a[ILLEGIBLE] written. 7 vertical lines in the rectangle and 9 written between each. 1, 1, 1, 1, 1 written below the rectangle
",150d38fa-c678-46f2-b86c-2cbe31f95d80.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled y
",3f1977b2-422d-4f88-87f7-11d3b230c2b3.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into four sections labeled x
",759b7763-b164-46ec-b43f-b87ce3794de0.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled x
",ce70854f-f03b-4935-a5f9-498980f88529.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into three sections labeled/valued at 5
",ffcff909-a914-4c67-ab0d-6fde4e21c0e1.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into three sections labeled and valued at 5
",7331e849-0fa4-4a8f-8d56-9ef7539672f7.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled 10
",495216c2-4d9e-4f6e-97f6-8501a5ad2383.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections and labeled four boxes with an x
",3faa6232-1c95-4513-b9f4-97f221b580bc.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled y with y=10
",b0a3beec-5ab2-46d4-8625-a1ddfe5af8c9.jpg
"For the equation (﻿5+y=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled x with x=3
",bc79d39e-eed0-4f19-ac30-3fcde1a527cd.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into two sections labeled x and 5
",cdee077e-a160-479f-aaea-b803a512f0ec.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into three sections, each labeled 5
",402f842e-0ad3-4a3d-82ec-f57c13b0069a.jpg
"For the equation (5\cdot x=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled y
",e957e6dc-6e78-4042-b116-4694b92c7dbc.jpg
"For the equation (﻿5+y=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled x
",513912f7-9858-482e-a065-bddeaf97e72c.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into two sections labeled 5 and y
",3011aec9-2866-4018-8084-cb73f980be61.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into five sections, each labeled x
",dd7eca7e-a057-4183-b2bd-681c9559efc8.jpg
"seeds 3 sets of 3 circles. maple syrup 3 sets of 2 squares
",dce3703a-a79c-457b-a83a-8f3cfd93a153.jpg
"rectangle with width labeled 0.4km and length labeled 0.07km inside of rectangle labeled with A\ =\ 0.028\ km^2 
",c3bb8969-4725-46ed-8947-76d06d121e76.jpg
"For the equation (﻿5+y=15) there is a tape diagram using a rectangle that is divided into three sections labeled and valued at 5
",0e5382bc-c86c-4d39-a3f7-def3c8b2e652.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into three sections labeled x. X is valued at 3
",e3ecdf51-4bfc-4a20-bea0-b68ef189f205.jpg
"seeds: 9 triangles
tablespoons of maple syrup: 6 circles 
",21d3eb96-99f7-4c25-b91f-09345d8efa44.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled 15
",53cd75bd-1d7e-424f-bb2a-1a3c7fa0806f.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections with each labeled and valued at 5
",fa10f579-c0db-4fbf-9339-200524475451.jpg
"A rectangle with 6 triangles and 9 circles inside. A rectangle with 3 triangles and 6 circles inside.
",4476d8eb-a648-4a09-9359-70dcdee016e3.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into three sections labeled 5
",8208b622-a4a7-4f60-8341-055a9fa0cf72.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into three sections, labeled 5
",b492b57c-dde7-4d27-81ad-6edb8c10f7f6.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into five sections, all labeled 3
",08b8e3f9-acfd-4e0a-9fc8-2bc206f902df.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into five sections labeled y
",14dc1049-b211-42c3-977d-3a17e3c345eb.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into three sections, labeled y
",ca6b31b2-e520-457e-af98-27e24792b49a.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 6 sections, labeled y
",4db7cf9f-9ef3-4ebc-8592-23e6193359de.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled x.
",ec276408-b858-4beb-86cd-74cc70b3b79c.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections. 
",d142cfaf-5e33-474b-83ea-34407510bfa2.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections
",148a5bba-aca1-43cc-a6a5-0e5b9fe5515a.jpg
"Table with 10 columns and 5 rows. In the first row, the first 9 columns have a 10 in them and the last column says ""or."" In the second row, the 1st, 3rd, 5th, 7th, and 9th columns have a 10 in them and the last column says ""or."" In the third row, the 1st, 4th, 7th columns have a 10 in them and the last column says ""or.""  In the fourth row, the 1st, 5th, and 9th columns have a 10 in them and the last column says ""or.""  In the fifth row, the 1st and 6th columns have a 10 in them and the last column says ""FIN"" 
",1ae56370-95d4-4c65-b201-a37bc339a351.jpg
" For equation (5\cdot x=15 ) there is a tape diagram using a rectangle and divided it into 5 sections, labeled y
",f97ee3b5-0694-45ef-b5a3-8fa92627e380.jpg
" For the equation ( 5+y=15 ) there is a tape diagram using a rectangle and divided it into two sections, one section labeled  5 the other is labeled y
",0da6f4dc-1921-4db4-a381-f2dfeb1b12fa.jpg
"For the equation (﻿5⋅x =15) there is a  tape diagram using a rectangle and divided it into 5 equal sections, labeled 5.
",44f579f7-0691-4f7a-b8b2-5ef7834e9daf.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle and divided it into two sections, one section is labeled 5 the other is labeled y
",d098ba6f-d43b-464a-909c-84b0e38fa23d.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle and divided into 6 sections. 
",14046750-11c1-4404-8847-7eb05cdc675b.jpg
"For equation ( 5+y=15) there is a tape diagram using a rectangle and divided it into 2 sections, one section is labeled 5 the other is labeled y
",e9fb1b61-d0d2-425b-9189-3db7d2fe77b3.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections.
",f7a9e467-ba25-45ea-8ae8-c18a31370e3e.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle and divided it into 5 sections. 
",27e26747-fae3-4a4b-a12e-06e906538024.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle and divided it into 2 section, one section is equal to 5 the other is labeled y
",4de69853-8adf-478c-a435-d630c7fef697.jpg
"A rectangle is drawn. The rectangle is split into 8 pieces. Each piece is labeled x. 
",1580b203-493d-4b74-ad12-3d388363db45.jpg
"drew a triangle at the bottom of the polygon. Labeled the base 6 and the left side of the figure7
",a67ec55f-b950-4c17-b8e7-7c8551f4dd55.jpg
"Drew triangles on the top and the bottom of the polygon. Labeled the newly created figure 6 on the base and the left height 10.
",bb3892b5-4262-4569-83f7-3283dffc6dd6.jpg
"Draws arrows inside of the figure A
",d4399a96-de31-4b20-aeec-ae1d7e4b5bef.jpg
"Drew two lines through the polygon to decompose into two triangles and one rectangle. Labeled the lines H and B
",02ee815c-c5fb-4ad9-8081-e2d70379e162.jpg
"Tape diagram that displays the whole number 2 split into fourths. There is a total of 8 one-fourth pieces. These 8 pieces are grouped and labeled with the number 2. Three-fourths is shaded. The shaded rectangles are grouped and labeled with the number 1. Another three-fourths is grouped and labeled with the number 1. Two-fourths are grouped and labeled as two-thirds.
",3bd5f319-e2c0-4c47-bad9-9a44937a73f7.jpg
"Tape diagram that displays the whole number 2 split into fourths. There is a total of 8 one-fourth pieces. These 8 pieces are grouped and labeled with the number 2. Three-fourths is shaded. The shaded rectangles are grouped and labeled with the number 1. It is also labeled as 1 group of three-fourths. Another three-fourths is labeled with the number 2. Two-fourths are shaded, grouped and labeled as two-thirds of three-fourths.
",d9e87bbe-c4e9-4db8-96f0-fe634a8cd430.jpg
"Tape diagram with a total of 7 one-fourth pieces. These 7 pieces are grouped and labeled with the number 2. Three-fourths is grouped and labeled with the number 1. Another three-fourths are grouped and labeled twice with the number 1. One-fourth is left at the end and is labeled as one-half.
",898436c9-05c9-4435-9b1f-614b404ac007.jpg
"2x3 table:1st column: Gal, 5, 2; 2nd column liter, 19, 350
",89ed12f2-f099-4cac-9864-ad17b0bda46d.jpg
"Student  Split the tape diagram into ⅓ pieces and then wrote 3 x 5 = 15 and 15\ \div\ 3\ =\ 15 

",ecb41b5e-808b-4c5f-bc0c-1f903a7f2bb7.jpg
" Split the tape diagram into ⅓ pieces and then wrote  15. 


",31d59d51-0933-435b-819c-74066c3c5fd1.jpg
"Student  Split the tape diagram into ⅓ pieces.

",245ad662-1c40-471e-8cbe-a69640fe327c.jpg
" Split the tape diagram into ⅓ pieces.


",67c93df8-d0b2-4345-b670-124cbf34d5da.jpg
"Student Split the tape diagram into ⅓ pieces and then wrote 5\cdot3 = 15. 

",81ed9149-d6c5-4b61-af2a-3f67e2a7fb10.jpg
"
Student  drew a tape diagram 
",1e565a77-dd4a-48e0-b24c-24e3e8791812.jpg
"Student  Split the tape diagram into ⅓ pieces

",89169815-038f-461b-8e95-2b07edded3cf.jpg
"Student  Split the tape diagram into ⅓ pieces and then wrote 15.  


",acb78a12-3fad-4cdf-bebb-7db849fe4525.jpg
"Student  Split the tape diagram into ⅓ pieces


",e3dc9b53-49e7-4e5f-9f23-4fc9b91c8af8.jpg
" 
Split the tape diagram into ⅓ pieces


",56e8e7d5-6589-4f9b-a009-396f9da30f9c.jpg
"Student Split the tape diagram into ⅓ pieces and then wrote 15. 

",a4bb8a3e-dbdb-419c-99b7-62e808c9f963.jpg
"Student  drew a model of 12 wholes and split them into groups of 1/5's student the wrote 20 3/5.
",3fddd553-5c0e-4995-975a-3054caa5a55a.jpg
" Student Split the tape diagram into ⅓ pieces and then wrote  = 15. 


",dfc052b6-a9c3-4fe7-b560-d025e1f30507.jpg
" Split the tape diagram into ⅓ pieces

",b6fcd307-6c41-4a34-adcf-90f32cd040bb.jpg
" Split the tape diagram into ⅓ pieces and then wrote  = 15. 
 
",9e71c6a5-1d2b-4629-baf5-39c0a608e35f.jpg
" Split the tape diagram into ⅓ pieces 
",7e4358b2-2386-4a3d-95d8-9595a98bb06b.jpg
" Split the tape diagram into ⅓ pieces and then wrote 15. 


",a80e5de9-70d8-48f9-9e81-0ef578885958.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into three sections labeled x with x=3
",ebc5c5c1-d2ea-4b0f-ba34-1c1f4a7775db.jpg
" Split the tape diagram into ⅓ pieces and then wrote 5\ \div\frac{1}{3}\ =\ 15 
﻿
",c03440c8-33e5-4970-9282-12fcc61208b4.jpg
"Student  Split the tape diagram into ⅓ pieces and wrote 3 groups in 1. 5x the amount in 1 = the answer

",223fe0d9-f715-4e41-848d-8237e38ea036.jpg
" Split the tape diagram into ⅓ pieces  and counted and labeled 1-15

",5ffcd554-c0ce-4fb7-a89a-5a6e04f3e643.jpg
"The number 88 and the equation \frac{1}{8}x=11 are underlined in the problem.
",6f6b8071-149a-4e8c-a4fd-572d7c59930a.jpg
"Student  Split the tape diagram into ⅓ pieces and  5 x3  and 15

",1f7005e8-c49e-47fb-b36a-935b190d16a4.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled x with x=3 
",26e7f000-17df-4eac-9996-e8b57a8c4803.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled y with y=10 
",624da9ea-b763-466c-86e7-16458b4e7cf7.jpg
"Student  Split the tape diagram into ⅓ pieces and then wrote 3 x 5 = 15. 

",34a3883d-195f-4c0a-97b7-315543e29a7f.jpg
" Split the tape diagram into ⅓ pieces and then wrote 15. 


",7f907f12-aeed-4592-a9bd-692cccbc147f.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled x 
",af60d010-f5f1-4a86-84c2-fd0b35fbe5cc.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled y 
",2065a00d-49a4-408e-b65a-983f21ad6ddf.jpg
"Student  Split the tape diagram into ⅓ pieces and then wrote 15. 

",350898b5-fdf1-4fdb-be97-57991a885855.jpg
" Split the tape diagram into ⅓ pieces and then wrote 5x3 = 15. 

",af4a15f0-3be7-4ccf-832f-968b1e2cd638.jpg
" Split the tape diagram into ⅓ pieces 

",8136af86-fd98-48d2-be05-7e184b864242.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled x, with x=3 
",54e79223-6d5a-4928-bad7-6c48cdd1b921.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled y, with y=10 
",595fa832-94c8-4ebc-86ac-1bd3297ae72c.jpg
"""variability"" is underlined in the original question
",d53cc3eb-1bd8-432b-abf3-fb8832eacaff.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into three sections labeled x, with x=3 
",e641cad0-66c7-4f27-8c94-e630027c4a37.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled 10 
",2ae6def0-9c23-44e8-a4e8-a87b2521dca6.jpg
"""South Africa"" is circled in the table
",3b6ddc55-cfb4-4b78-9074-271943ebe519.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into three sections labeled 5, with x=3 
",91ee4dce-99f9-4f73-b10d-cc8ed97f93dd.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, each labeled 5 with y=10 
",96d48eb4-0566-4037-8932-91726bb02b5e.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into five sections labeled x, with x=3 
",4589537e-f629-458b-803e-7d9316947b45.jpg
"""Canada"" and ""11"" in the table are circled together.   Another oval drawn around ""Canada"", ""11"", and ""8"" in the table
",c40064f7-9949-48e1-ad72-7ee006b99b2a.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled x, with x=3
",b9ec1468-bbaf-46e1-85e7-f78e728e2e14.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into two sections labeled 5 and y, with y=3 
",90284fd1-49bc-4e5d-8627-39372924115a.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into five sections, labeled x, with x=10 
",bf14c43e-61e7-4057-8b0d-c447f51a735e.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled y, with y=10
",5f67399e-d556-48a7-8930-83cc0c3b976d.jpg
"decomposed triangle from left side of parallelogram and moved to the right side of parallelogram to make a rectangle and triangle on the right side is shaded in
",6c41ec46-1f8e-4a58-97ad-a7fa977dbfc1.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into two sections labeled 5 and 10 
",098d738e-6d91-49cc-bbf8-b7b6ef15986f.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into three sections, labeled 5 
",185f3a6d-d528-439e-bb64-3e178ed383ce.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into two sections labeled 5 and x, with x=10 [
",c83a8dfd-14c8-4597-9e73-2bd4d8847176.jpg
"For the equation (﻿5⋅x=15) there is a tape diagram using a rectangle that is divided into 5 sections labeled x, x=3 
",66e9809b-2d21-4d3b-ae0e-bc1db3d37f66.jpg
"For the equation ( 5+y=15) there is a tape diagram using a rectangle that is divided it into 2 sections, one is labeled 5 the other is labeled y, y=10 
",86869e5a-5100-4510-ae1f-7c87eeba4f7c.jpg
"Decomposes polygon into 2 triangles and one rectangle. Labels the base and height of each shape 6x3, 4x6, 3x6
",40c22a16-f3b5-4ce8-b719-5306ad863679.jpg
